Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Sales Manager,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,random,Returned
1846,US-2018-158512,12/01/2018,,Second Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,20016,East,Chuck Magee,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0,19.2384,37,0
1847,US-2018-158512,12/01/2018,17/01/2018,Second Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,20016,East,Chuck Magee,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,37.68,2,0,15.8256,32,0
1848,CA-2018-128370,10/09/2018,10/09/2018,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,0.2,27.1764,25,0
1849,CA-2018-128370,10/09/2018,10/09/2018,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245,19,0
1850,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,Kelly Williams,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,1,0,9.7328,31,0
1851,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,Kelly Williams,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,831.2,5,0,124.68,48,0
1852,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,Kelly Williams,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,26.4,5,0,11.88,1,0
1853,CA-2016-160472,20/07/2016,25/07/2016,,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,Kelly Williams,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",106.75,7,0,49.105,18,0
1854,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,Kelly Williams,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,97.82,2,0,45.9754,41,0
1855,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,Kelly Williams,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5,0,38.178,6,0
1856,CA-2015-114643,13/06/2015,17/06/2015,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,14.52,3,0,4.7916,1,0
1857,US-2018-158218,12/05/2018,15/05/2018,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,0.2,-15.99,16,0
1858,US-2018-158218,12/05/2018,15/05/2018,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,4,0.8,-53.072,1,0
1859,CA-2016-121608,03/09/2016,05/09/2016,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,Chuck Magee,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0,60.5528,4,0
1860,CA-2016-121608,03/09/2016,05/09/2016,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,Chuck Magee,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49,1,0,25.1225,17,0
1861,US-2018-121251,26/03/2018,27/03/2018,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,Chuck Magee,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,2,0.2,-28.9764,1,0
1862,US-2018-121251,26/03/2018,27/03/2018,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,Chuck Magee,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,0,33.5888,12,0
1863,CA-2015-151078,12/11/2015,12/11/2015,Same Day,RF-19840,Roy Französisch,Consumer,United States,San Antonio,Texas,78207,Central,Kelly Williams,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,4,0.2,4.9632,44,0
1864,US-2017-100839,13/10/2017,17/10/2017,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,Anna Andreadi,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,0.5,-465.568,9,0
1865,US-2017-100839,13/10/2017,17/10/2017,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,Anna Andreadi,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.368,43,0
1866,US-2018-116659,12/11/2018,12/11/2018,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Newark,Ohio,43055,East,Chuck Magee,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,3,0.4,-92.6955,49,0
1867,CA-2018-118857,15/04/2018,18/04/2018,First Class,AH-10075,Adam Hart,Corporate,United States,Henderson,Nevada,89015,West,Anna Andreadi,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0,70.722,35,0
1868,CA-2016-127110,25/06/2016,01/07/2016,Standard Class,CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,31.104,6,0.2,10.8864,20,0
1869,CA-2016-127110,25/06/2016,01/07/2016,Standard Class,CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.6076,49,0
1870,CA-2017-148201,,29/08/2017,Second Class,CC-12145,Charles Crestani,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,6.48,1,0,3.1104,18,0
1871,CA-2015-116932,21/07/2015,25/07/2015,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,0,25.792,26,0
1872,CA-2015-116932,21/07/2015,25/07/2015,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098,14,0
1873,CA-2015-116932,21/07/2015,25/07/2015,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,0.2,27.2848,49,0
1874,CA-2018-142888,21/11/2018,25/11/2018,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Spokane,Washington,99207,West,Anna Andreadi,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,70.98,1,0,20.5842,37,1
1875,CA-2015-147914,04/06/2015,09/06/2015,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.224,2,0.2,5.8812,17,0
1876,US-2017-112977,10/03/2017,16/03/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Long Beach,New York,11561,East,Chuck Magee,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,0.2,-22.098,16,0
1877,CA-2018-112039,25/03/2018,29/03/2018,Standard Class,JC-15775,John Castell,Consumer,United States,San Antonio,Texas,78207,Central,Kelly Williams,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,470.376,3,0.2,47.0376,32,0
1878,CA-2018-118885,29/12/2018,02/01/2019,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.2764,26,0
1879,CA-2018-118885,29/12/2018,02/01/2019,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782,2,0
1880,US-2018-166611,28/03/2018,02/04/2018,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,68.742,9,0.7,-48.1194,20,0
1881,CA-2016-109512,05/03/2016,,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,Chuck Magee,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,29.34,3,0,14.67,43,0
1882,CA-2016-109512,05/03/2016,05/03/2016,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,Chuck Magee,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,0.1,63.9345,25,0
1883,CA-2016-109512,05/03/2016,05/03/2016,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,Chuck Magee,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0,67.608,20,0
1884,CA-2017-118570,13/11/2017,17/11/2017,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,217.056,7,0.2,78.6828,48,0
1885,CA-2018-154718,19/01/2018,23/01/2018,Second Class,DL-12865,Dan Lawera,Consumer,United States,Keller,Texas,76248,Central,Kelly Williams,OFF-LA-10003714,Office Supplies,Labels,Avery 510,6,2,0.2,2.1,4,0
1886,CA-2017-147578,22/04/2017,26/04/2017,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0,10.4148,21,0
1887,CA-2015-140165,13/05/2015,15/05/2015,First Class,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,33012,South,Cassandra Brandow,OFF-FA-10002815,Office Supplies,Fasteners,Staples,7.104,2,0.2,2.3976,50,0
1888,CA-2015-140165,13/05/2015,15/05/2015,First Class,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,33012,South,Cassandra Brandow,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,8,0.7,-331.96,47,0
1889,CA-2015-142587,21/10/2015,22/10/2015,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Fairfield,Ohio,45014,East,Chuck Magee,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016,43,0
1890,CA-2015-142587,21/10/2015,22/10/2015,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Fairfield,Ohio,45014,East,Chuck Magee,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",409.59,3,0.4,-122.877,23,0
1891,CA-2015-157623,14/03/2015,18/03/2015,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,Anna Andreadi,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0,4.752,36,0
1892,CA-2015-157623,14/03/2015,18/03/2015,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,Anna Andreadi,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0,1.2506,45,0
1893,CA-2018-145310,22/12/2018,24/12/2018,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,Port Orange,Florida,32127,South,Cassandra Brandow,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,7.824,1,0.2,2.934,40,0
1894,CA-2017-100083,24/11/2017,29/11/2017,Standard Class,CD-11980,Carol Darley,Consumer,United States,Medford,Oregon,97504,West,Anna Andreadi,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784,1,0.2,7.745,27,0
1895,US-2018-108063,02/12/2018,05/12/2018,First Class,AS-10090,Adam Shillingsburg,Consumer,Mexico,,,,,#N/A,OFF-AR-10001446,Office Supplies,Art,Newell 309,34.65,3,0,10.395,22,0
1896,CA-2016-109197,31/12/2016,04/01/2017,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Missoula,Montana,59801,West,Anna Andreadi,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495,17,0
1897,CA-2018-141789,03/10/2018,06/10/2018,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,55407,Central,Kelly Williams,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0,843.1706,11,0
1898,CA-2015-169775,29/08/2015,02/09/2015,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,Cassandra Brandow,OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.808,2,0.2,10.8054,22,0
1899,CA-2015-169775,29/08/2015,02/09/2015,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,Cassandra Brandow,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,505.176,4,0.7,-336.784,29,0
1900,CA-2015-169775,29/08/2015,02/09/2015,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,Cassandra Brandow,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.7645,6,0
1901,CA-2017-140543,29/06/2017,03/07/2017,Second Class,Co-12640,Corey-Lock,Consumer,United States,Florence,South Carolina,29501,South,Cassandra Brandow,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0,19.188,26,0
1902,CA-2017-151141,20/08/2017,23/08/2017,First Class,DW-13480,Dianna Wilson,Home Office,Mexico,,,,,#N/A,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,0,3.9906,43,0
1903,CA-2018-167094,21/10/2018,22/10/2018,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,Anna Andreadi,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.184,1,0.2,1.8144,16,0
1904,CA-2018-167094,21/10/2018,22/10/2018,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,Anna Andreadi,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,47.848,50,0
1905,CA-2018-167094,21/10/2018,22/10/2018,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,Anna Andreadi,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,0.2,6.745,12,0
1906,CA-2018-154410,21/10/2018,24/10/2018,First Class,MD-17860,Michael Dominguez,Corporate,United States,Indianapolis,Indiana,46203,Central,Kelly Williams,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,8,0,9.0912,28,0
1907,US-2017-150567,17/05/2017,21/05/2017,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,Cassandra Brandow,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,0.7,-2.1648,20,0
1908,US-2017-150567,17/05/2017,21/05/2017,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,Cassandra Brandow,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,0.7,-21.6144,48,0
1909,CA-2016-157959,03/02/2016,04/02/2016,,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90008,West,Anna Andreadi,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0,41.076,18,0
1910,CA-2018-105886,18/12/2018,23/12/2018,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Oceanside,New York,11572,East,Chuck Magee,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0,8.532,39,0
1911,CA-2017-105963,15/11/2017,22/11/2017,,SC-20770,Stewart Carmichael,Corporate,United States,Los Angeles,California,90008,West,Anna Andreadi,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,40.7499,41,0
1912,CA-2018-121503,,06/07/2018,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896,7,0.2,92.4399,45,0
1913,CA-2018-121503,03/07/2018,06/07/2018,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,0.4,49.761,14,0
1914,CA-2015-103366,15/01/2015,17/01/2015,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,Cassandra Brandow,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0,65.978,32,0
1915,CA-2018-124597,30/04/2018,05/05/2018,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,Cassandra Brandow,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704,9,0
1916,CA-2018-124597,30/04/2018,05/05/2018,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,Cassandra Brandow,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,15.528,3,0.2,4.8525,27,0
1917,CA-2018-124597,30/04/2018,05/05/2018,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,Cassandra Brandow,OFF-LA-10001569,Office Supplies,Labels,Avery 499,11.952,3,0.2,3.8844,30,0
1918,CA-2016-105634,08/11/2016,14/11/2016,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Franklin,Massachusetts,2038,East,Chuck Magee,OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65,5,0,3.3785,13,0
1919,CA-2016-123673,30/10/2016,01/11/2016,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Detroit,Michigan,48227,Central,Kelly Williams,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,0,74.975,48,0
1920,US-2018-111423,17/08/2018,19/08/2018,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,13601,East,Chuck Magee,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,35,0
1921,US-2018-111423,17/08/2018,19/08/2018,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,13601,East,Chuck Magee,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,2,0.1,97.6524,10,0
1922,CA-2016-125178,03/10/2016,09/10/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601,East,Chuck Magee,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008,2,0.2,1.5008,45,0
1923,CA-2017-156685,08/07/2017,10/07/2017,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,Kelly Williams,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955,44,0
1924,CA-2017-156685,08/07/2017,10/07/2017,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,Kelly Williams,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,0.2,3.5712,18,0
1925,CA-2018-126865,05/12/2018,07/12/2018,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92024,West,Anna Andreadi,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,3,0,41.823,20,0
1926,CA-2018-102834,09/03/2018,13/03/2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,0,69.993,40,0
1927,US-2017-139710,09/06/2017,15/06/2017,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,5,0
1928,CA-2018-121538,28/11/2018,01/12/2018,First Class,RH-19495,Rick Hansen,Consumer,United States,Denver,Colorado,80219,West,Anna Andreadi,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688,17,0
1929,US-2018-101539,16/03/2018,18/03/2018,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,6.48,1,0,3.1104,6,0
1930,US-2018-101539,16/03/2018,18/03/2018,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,0,1.8604,34,0
1931,US-2018-101539,16/03/2018,18/03/2018,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,Anna Andreadi,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,0.2,49.4982,5,0
1932,CA-2017-152121,27/11/2017,29/11/2017,Second Class,CC-12670,Craig Carreira,Consumer,United States,Scottsdale,Arizona,85254,West,Anna Andreadi,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992,1,0.2,23.7993,12,0
1933,CA-2018-161200,06/08/2018,10/08/2018,,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,Cassandra Brandow,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0,23.3184,14,0
1934,CA-2018-161200,06/08/2018,10/08/2018,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,Cassandra Brandow,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,0,7.392,23,0
1935,CA-2018-101245,27/11/2018,03/12/2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,244.55,5,0,114.9385,48,0
1936,CA-2018-101245,27/11/2018,03/12/2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,Anna Andreadi,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,0,59.8176,40,0
1937,CA-2016-141768,25/05/2016,27/05/2016,Second Class,NP-18685,Nora Pelletier,Home Office,United States,San Francisco,California,94109,West,Anna Andreadi,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0,4.8609,29,0
1938,CA-2017-112109,08/07/2017,12/07/2017,,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Anna Andreadi,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312,49,0
1939,CA-2017-112109,08/07/2017,12/07/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Anna Andreadi,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558,9,0
1940,CA-2017-112109,08/07/2017,12/07/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Anna Andreadi,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,0.7,-6.1152,23,0
1941,CA-2017-112109,08/07/2017,12/07/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Anna Andreadi,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,36,0
1942,CA-2018-144064,29/08/2018,01/09/2018,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,Kelly Williams,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4,0.2,17.76,21,1
1943,CA-2018-144064,29/08/2018,01/09/2018,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,Kelly Williams,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401,35,1
1944,CA-2018-144064,29/08/2018,01/09/2018,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,Kelly Williams,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,9,0.8,-5.184,17,1
1945,CA-2017-108581,20/06/2017,26/06/2017,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,Kelly Williams,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,0.2,26.3912,38,0
1946,CA-2017-108581,20/06/2017,26/06/2017,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,Kelly Williams,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,0.2,3.6288,49,0
1947,CA-2018-157987,02/09/2018,06/09/2018,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Chuck Magee,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,2,0,6.468,15,0
1948,CA-2018-157987,02/09/2018,06/09/2018,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Chuck Magee,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0,3.462,17,0
